Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
28925649,000001BB,false,Rx,0,8,FF,FF,00,FF,FF,FF,FF,FF,
28925652,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
28928314,000000D9,false,Rx,0,8,1F,FE,00,10,00,F0,7F,CF,
28928316,000000FA,false,Rx,0,8,00,14,00,E0,7F,01,0A,C4,
28928318,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
28930648,000001B3,false,Rx,0,8,C4,12,00,0E,00,FF,FF,99,
28931931,00000197,false,Rx,0,4,B7,0C,FE,FC,00,00,00,00,
28931933,000001DF,false,Rx,0,8,00,00,00,00,DE,FF,FF,FF,
28934410,00000199,false,Rx,0,6,C2,F3,E1,7E,00,20,00,00,
28934413,0000019A,false,Rx,0,6,82,F3,3B,7F,00,10,00,00,
28934415,000002EC,false,Rx,0,8,F0,0C,00,00,FF,FF,07,00,
28934416,000002F3,false,Rx,0,8,FF,FF,00,FF,FF,FF,FF,FF,
28938229,000000D9,false,Rx,0,8,1E,F0,00,10,00,F0,7F,CF,
28938232,000000A5,false,Rx,0,8,75,00,FF,F7,FF,00,00,C1,
28938234,000000A7,false,Rx,0,7,3A,F0,FF,F0,FF,FF,0F,00,
28938236,000000DC,false,Rx,0,6,37,00,22,D0,07,EE,00,00,
28938237,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
28939347,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
28939351,00000173,false,Rx,0,8,4D,F1,00,02,20,00,D2,1F,
28939355,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
28939357,00000302,false,Rx,0,7,7E,F3,B8,6F,01,00,00,00,
28939361,000005E7,false,Rx,0,8,05,67,04,02,FF,FF,FF,FF,
28940850,000001A1,false,Rx,0,5,94,C9,00,00,81,00,00,00,
28943647,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
28943650,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
28944492,0000019F,false,Rx,0,6,90,F4,03,80,00,10,00,00,
28946621,000002A5,false,Rx,0,2,FE,FE,00,00,00,00,00,00,
28947647,000002BB,false,Rx,0,5,C1,F8,3F,00,F2,00,00,00,
28947650,00000385,false,Rx,0,8,FF,FC,FF,5E,F5,3F,FF,DE,
28947652,000000D9,false,Rx,0,8,43,F1,00,10,00,F0,7F,CF,
28948787,000000FA,false,Rx,0,8,02,C0,08,00,C8,07,D0,D7,
28948789,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
28948791,000001B9,false,Rx,0,8,00,FF,FF,FF,FF,FF,FF,FF,
28948792,00000201,false,Rx,0,8,6B,83,9C,92,00,FF,F0,FF,
28948794,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
28950245,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
28951523,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
28954658,00000199,false,Rx,0,6,A3,F5,E1,7E,00,20,00,00,
28954660,0000019A,false,Rx,0,6,85,F5,4A,7F,00,10,00,00,
28955665,000001C0,false,Rx,0,8,6A,32,00,40,63,55,55,57,
28955668,000000CA,false,Rx,0,8,88,2A,00,00,00,00,FD,F7,
28955671,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
28958650,000000D9,false,Rx,0,8,A4,F2,00,10,00,F0,7F,CF,
28958653,000000A5,false,Rx,0,8,28,01,FF,F7,FF,00,00,C1,
28958656,000000A7,false,Rx,0,7,7C,F1,FF,F0,FF,FF,0F,00,
28958658,000000DC,false,Rx,0,6,5D,01,22,D0,07,EE,00,00,
28959684,0000026B,false,Rx,0,8,58,16,FD,FF,FF,FF,FF,FF,
28960920,000001A1,false,Rx,0,5,2E,CA,00,00,81,00,00,00,
28962554,00000197,false,Rx,0,4,38,0D,FE,FC,00,00,00,00,
28963819,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
28963825,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
28963828,0000019F,false,Rx,0,6,44,F6,03,80,00,10,00,00,
28965477,0000036F,false,Rx,0,5,BD,FA,FE,FF,14,00,00,00,
28965480,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
28965482,000002E0,false,Rx,0,6,88,F8,75,40,24,FF,00,00,
28965483,00000065,false,Rx,0,8,8F,84,30,03,FF,FF,FF,FF,
28968284,000000D9,false,Rx,0,8,F9,F3,00,10,00,F0,7F,CF,
28968287,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
28968288,000000FA,false,Rx,0,8,03,10,08,02,38,59,28,CA,
28969311,00000284,false,Rx,0,8,C8,80,0C,FF,FF,FF,FF,0F,
28969314,000003AD,false,Rx,0,8,00,F0,FF,FF,FF,52,FF,FF,
28969316,000001AE,false,Rx,0,3,07,65,1A,00,00,00,00,00,
28969319,000001E4,false,Rx,0,8,63,04,61,61,11,11,11,11,
28970595,000002EB,false,Rx,0,8,8E,F8,11,11,11,62,11,FF,
28974373,00000199,false,Rx,0,6,77,F7,E1,7E,00,20,00,00,
28974377,0000019A,false,Rx,0,6,37,F7,3B,7F,00,10,00,00,
28975616,00000376,false,Rx,0,3,86,16,11,00,00,00,00,00,
28975618,000005C0,false,Rx,0,8,29,FF,7F,00,FF,FF,FF,FF,
28975620,00000346,false,Rx,0,4,DC,58,21,FF,00,00,00,00,
28978231,000000D9,false,Rx,0,8,77,F4,00,10,00,F0,7F,CF,
28978236,000000A5,false,Rx,0,8,CF,02,FF,F7,FF,00,00,C1,
28978239,000000A7,false,Rx,0,7,B6,F2,FF,F0,FF,FF,0F,00,
28978242,000000DC,false,Rx,0,6,E3,02,22,D0,07,EE,00,00,
28979607,00000163,false,Rx,0,8,C7,F7,04,25,13,15,04,F5,
28979610,00000302,false,Rx,0,7,7B,F7,B8,6F,01,00,00,00,
28980835,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
28983300,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
28983303,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
28984410,0000019F,false,Rx,0,6,E9,F8,09,80,00,10,00,00,
28984413,00000301,false,Rx,0,7,AD,C8,05,72,FF,FF,2F,00,
28986111,0000012F,false,Rx,0,8,E1,7E,FA,DD,FF,FF,FF,00,
28986114,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
28988247,000000D9,false,Rx,0,8,2A,F5,00,10,00,F0,7F,CF,
28988250,00000510,false,Rx,0,8,40,10,00,02,02,92,01,00,
28988251,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
28988253,000000FA,false,Rx,0,8,05,86,12,08,76,76,76,00,
28988254,000003E9,false,Rx,0,8,FF,FF,0F,FF,FF,FF,FF,FF,
28989513,00000173,false,Rx,0,8,C3,F6,00,02,20,00,D2,1F,
28990639,000002A7,false,Rx,0,5,E6,F6,FE,FF,14,00,00,00,
28990642,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
28991936,00000197,false,Rx,0,4,B4,0E,FE,FC,00,00,00,00,
28994370,00000199,false,Rx,0,6,61,F9,E1,7E,00,20,00,00,
28994373,0000019A,false,Rx,0,6,FC,F9,40,7F,00,10,00,00,
28994375,0000032E,false,Rx,0,8,58,C8,FF,8D,84,7F,00,20,
28995706,000001C0,false,Rx,0,8,37,33,00,40,63,55,55,57,
28995709,00000314,false,Rx,0,5,50,80,1D,FF,FF,00,00,00,
28997448,0000037F,false,Rx,0,2,FF,F0,00,00,00,00,00,00,
28997451,000000D9,false,Rx,0,8,CD,F6,00,10,00,F0,7F,CF,
28998468,000000A5,false,Rx,0,8,92,03,FF,F7,FF,00,00,C1,
28998470,00000297,false,Rx,0,7,FF,FD,F0,E0,F0,F0,A8,00,
28998472,000000A7,false,Rx,0,7,F0,F3,FF,F0,FF,FF,0F,00,
28998473,000000DC,false,Rx,0,6,89,03,22,D0,07,EE,00,00,
28998476,00000201,false,Rx,0,8,80,83,B2,92,00,FF,F0,FF,
28999595,000003B4,false,Rx,0,8,FF,FF,FC,FF,F8,F8,00,FF,
28999598,000003FD,false,Rx,0,5,E2,02,20,FF,FF,00,00,00,
29000845,000001A1,false,Rx,0,5,47,CC,00,00,81,00,00,00,
29003395,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29003397,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29003399,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29003401,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29004556,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29004560,0000019F,false,Rx,0,6,94,FA,FF,7F,00,10,00,00,
29005495,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
29005499,0000003C,false,Rx,0,8,6B,A2,02,92,01,00,2A,FF,
29008302,000000D9,false,Rx,0,8,90,F7,00,10,00,F0,7F,CF,
29008305,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
29008307,000000FA,false,Rx,0,8,05,FD,FD,FD,FD,FD,FD,E9,
29009266,000001C8,false,Rx,0,8,00,00,00,00,F0,31,FF,FF,
29009269,00000265,false,Rx,0,8,F4,66,88,13,70,30,FF,FF,
29009271,00000340,false,Rx,0,2,F3,FF,00,00,00,00,00,00,
29010990,0000042B,false,Rx,0,4,95,1F,72,30,00,00,00,00,
29014428,00000199,false,Rx,0,6,B5,FB,E1,7E,00,20,00,00,
29014431,0000019A,false,Rx,0,6,F5,FB,3B,7F,00,10,00,00,
29016049,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
29016051,000002EB,false,Rx,0,8,D3,F9,11,11,11,62,11,FF,
29016053,000001E4,false,Rx,0,8,3E,05,61,61,11,11,11,11,
29018221,000000D9,false,Rx,0,8,CC,F8,00,10,00,F0,7F,CF,
29018224,000000A5,false,Rx,0,8,1C,04,FF,F7,FF,00,00,C1,
29018227,000000A7,false,Rx,0,7,3F,F4,FF,F0,FF,FF,0F,00,
29018229,000000DC,false,Rx,0,6,82,04,22,D0,07,EE,00,00,
29019272,0000032B,false,Rx,0,8,B9,00,70,38,FF,FF,FF,FF,
29019275,00000302,false,Rx,0,7,74,FB,B8,6F,01,00,00,00,
29020894,000001A1,false,Rx,0,5,DA,CD,00,00,81,00,00,00,
29021988,00000197,false,Rx,0,4,BD,00,FE,FC,00,00,00,00,
29023722,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29023725,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29023727,0000019F,false,Rx,0,6,F5,FC,FF,7F,00,10,00,00,
29028322,000000D9,false,Rx,0,8,91,F9,00,10,00,F0,7F,CF,
29028325,000000FA,false,Rx,0,8,00,24,00,E0,7F,01,0A,C4,
29028327,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
29030229,000000C0,false,Rx,0,2,FB,40,00,00,00,00,00,00,
29030232,000001B3,false,Rx,0,8,C4,12,00,00,00,FF,FF,8B,
29030235,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
29034429,00000199,false,Rx,0,6,D4,FD,E1,7E,00,20,00,00,
29034431,0000019A,false,Rx,0,6,DB,FD,36,7F,00,10,00,00,
29035681,000001C0,false,Rx,0,8,B9,34,00,40,63,55,55,57,
29035683,000000CA,false,Rx,0,8,D5,2B,00,00,00,00,FD,F7,
29035685,00000349,false,Rx,0,5,FE,FF,FE,FF,FF,00,00,00,
29038215,000000D9,false,Rx,0,8,76,FA,00,10,00,F0,7F,CF,
29038218,000000A5,false,Rx,0,8,41,05,FF,F7,FF,00,00,C1,
29038220,000000A7,false,Rx,0,7,79,F5,FF,F0,FF,FF,0F,00,
29038222,000000DC,false,Rx,0,6,E8,05,22,D0,07,EE,00,00,
29039605,00000173,false,Rx,0,8,25,FB,00,02,20,00,D2,1F,
29040849,000001A1,false,Rx,0,5,60,CE,00,00,81,00,00,00,
29043352,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29043355,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29044457,0000019F,false,Rx,0,6,14,FE,01,80,00,10,00,00,
29045668,0000036E,false,Rx,0,5,72,FA,FE,FF,14,00,00,00,
29045670,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
29045673,000001E1,false,Rx,0,6,0B,F2,00,FF,FF,FF,00,00,
29045675,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
29046825,00000261,false,Rx,0,8,67,A2,FF,FF,FF,FF,FF,FF,
29046827,000002BB,false,Rx,0,5,5C,F9,3F,00,F2,00,00,00,
29048223,000000D9,false,Rx,0,8,2B,FB,00,10,00,F0,7F,CF,
29048226,000000FA,false,Rx,0,8,02,C0,08,00,C8,07,D0,D7,
29048227,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
29048229,00000201,false,Rx,0,8,96,83,C7,92,00,FF,F0,FF,
29049556,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
29049559,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
29051991,00000197,false,Rx,0,4,32,01,FE,FC,00,00,00,00,
29054371,00000199,false,Rx,0,6,C7,F0,EB,7E,00,20,00,00,
29054375,0000019A,false,Rx,0,6,32,F0,45,7F,00,10,00,00,
29058232,000000D9,false,Rx,0,8,A5,FC,00,10,00,F0,7F,CF,
29058236,000000A5,false,Rx,0,8,A6,06,FF,F7,FF,00,00,C1,
29058238,000000A7,false,Rx,0,7,B3,F6,FF,F0,FF,FF,0F,00,
29058241,000000DC,false,Rx,0,6,56,06,22,D0,07,EE,00,00,
29058243,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29059348,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29059350,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29059352,0000029C,false,Rx,0,8,FD,FF,0D,00,FD,E4,FF,FF,
29059354,00000302,false,Rx,0,7,B4,F0,B8,6F,01,00,00,00,
29061047,000001A1,false,Rx,0,5,95,C0,00,00,81,00,00,00,
29061050,000003A1,false,Rx,0,8,00,01,00,03,00,C0,00,F0,
29063363,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29063364,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29064409,0000019F,false,Rx,0,6,26,F1,05,80,00,10,00,00,
29065408,000002E0,false,Rx,0,6,E2,F9,75,40,24,FF,00,00,
29065410,00000065,false,Rx,0,8,D2,85,30,03,FF,FF,FF,FF,
29065411,0000028A,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
29067924,000001AE,false,Rx,0,3,07,65,1A,00,00,00,00,00,
29067926,000000D9,false,Rx,0,8,F8,FD,00,10,00,F0,7F,CF,
29067926,0000030C,false,Rx,0,5,47,F1,FE,FF,14,00,00,00,
29067927,000001E4,false,Rx,0,8,D9,06,61,61,11,11,11,11,
29067928,00000145,false,Rx,0,3,C8,9F,F0,00,00,00,00,00,
29069051,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
29069052,00000284,false,Rx,0,8,C8,80,0C,FF,FF,FF,FF,0F,
29069053,000002EB,false,Rx,0,8,34,FA,11,11,11,62,11,FF,
29069053,000000FA,false,Rx,0,8,03,10,08,02,38,59,28,CA,
29070627,000002A7,false,Rx,0,5,7B,F7,FE,FF,14,00,00,00,
29070629,0000026C,false,Rx,0,8,AB,82,F1,FF,FF,FF,FF,FF,
29070629,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
29074376,00000199,false,Rx,0,6,AE,F2,D7,7E,00,20,00,00,
29074377,0000019A,false,Rx,0,6,35,F2,40,7F,00,10,00,00,
29075675,000001C0,false,Rx,0,8,E4,35,00,40,63,55,55,57,
29075676,00000376,false,Rx,0,3,CA,17,11,00,00,00,00,00,
29075677,000001BA,false,Rx,0,8,FF,FF,FC,FF,FF,FF,51,F0,
29075677,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
29078189,000000D9,false,Rx,0,8,1F,FE,00,10,00,F0,7F,CF,
29078189,000000A5,false,Rx,0,8,FB,07,FF,F7,FF,00,00,C1,
29078190,000000A7,false,Rx,0,7,F5,F7,FF,F0,FF,FF,0F,00,
29078190,000000DC,false,Rx,0,6,3C,07,22,D0,07,EE,00,00,
29079543,00000163,false,Rx,0,8,6E,F2,04,25,12,15,04,F5,
29080851,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
29081926,00000197,false,Rx,0,4,BE,02,FE,FC,00,00,00,00,
29083592,0000024A,false,Rx,0,8,02,01,00,00,00,00,F4,FF,
29083592,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29083593,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29083594,0000019F,false,Rx,0,6,AE,F3,FD,7F,00,10,00,00,
29085430,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
29085430,0000012F,false,Rx,0,8,E0,70,FA,DD,FF,FF,FF,00,
29088162,000000D9,false,Rx,0,8,1E,F0,00,10,00,F0,7F,CF,
29088164,00000510,false,Rx,0,8,40,10,00,02,02,92,01,00,
29088165,000000FA,false,Rx,0,8,05,86,12,08,76,76,76,00,
29088165,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
29089594,00000173,false,Rx,0,8,4D,F1,00,02,20,00,D2,1F,
29092515,000000AB,false,Rx,0,8,17,F3,04,00,00,D0,FF,FF,
29092515,00000276,false,Rx,0,8,C0,00,00,00,00,C0,FF,FF,
29094367,00000199,false,Rx,0,6,CF,F4,D7,7E,00,20,00,00,
29094367,0000019A,false,Rx,0,6,54,F4,40,7F,00,10,00,00,
29098593,000000D9,false,Rx,0,8,43,F1,00,10,00,F0,7F,CF,
29098593,000000A5,false,Rx,0,8,A7,08,FF,F7,FF,00,00,C1,
29098594,000000A7,false,Rx,0,7,30,F8,FF,F0,FF,FF,0F,00,
29098594,000000DC,false,Rx,0,6,40,08,22,D0,07,EE,00,00,
29098595,000003FD,false,Rx,0,5,7F,03,20,FF,FF,00,00,00,
29099332,00000201,false,Rx,0,8,AB,83,DD,92,00,FF,F0,FF,
29099332,00000302,false,Rx,0,7,B1,F4,B8,6F,01,00,00,00,
29100996,000001A1,false,Rx,0,5,B2,C2,00,00,81,00,00,00,
29100997,000005E7,false,Rx,0,8,05,67,04,02,FF,FF,FF,FF,
29103342,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29103342,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29104477,0000019F,false,Rx,0,6,E8,F5,FF,7F,00,10,00,00,
29106805,0000003C,false,Rx,0,8,36,A3,02,92,01,00,2A,FF,
29106806,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
29108610,000000D9,false,Rx,0,8,A4,F2,00,10,00,F0,7F,CF,
29108611,0000031C,false,Rx,0,8,FF,3F,FF,FF,09,00,40,FD,
29108612,000000FA,false,Rx,0,8,05,FD,FD,FD,FD,FD,FD,E9,
29108612,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
29108612,000002FA,false,Rx,0,8,FD,FF,FF,17,3B,17,3B,14,
29109595,00000265,false,Rx,0,8,F4,66,88,13,70,30,FF,FF,
29109595,0000038C,false,Rx,0,2,F7,FF,00,00,00,00,00,00,
29110853,000001DD,false,Rx,0,8,00,00,00,F0,FF,FF,FF,FF,
29110853,000001C3,false,Rx,0,8,23,42,00,00,00,00,00,00,
29110854,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
29112493,00000197,false,Rx,0,4,31,03,FE,FC,00,00,00,00,
29112494,0000043D,false,Rx,0,8,0A,D4,CF,68,51,1B,80,61,
29113584,0000021D,false,Rx,0,8,00,00,00,FF,FF,FF,FF,FF,
29113585,00000203,false,Rx,0,8,97,82,00,FF,FF,FF,00,C0,
29113585,00000199,false,Rx,0,6,1D,F6,E1,7E,00,20,00,00,
29114625,0000019A,false,Rx,0,6,80,F6,40,7F,00,10,00,00,
29115759,000001C0,false,Rx,0,8,03,36,00,40,63,55,55,57,
29115760,000000CA,false,Rx,0,8,5B,2C,00,00,00,00,FD,F7,
29115760,000003D7,false,Rx,0,8,A4,04,4C,81,3C,8E,D1,14,
29117649,000001E4,false,Rx,0,8,84,07,61,61,11,11,11,11,
29117650,000000D9,false,Rx,0,8,F9,F3,00,10,00,F0,7F,CF,
29117650,000000A5,false,Rx,0,8,FA,09,FF,F7,FF,00,00,C1,
29117651,000002EB,false,Rx,0,8,69,FB,11,11,11,62,11,FF,
29119241,000000A7,false,Rx,0,7,76,F9,FF,F0,FF,FF,0F,00,
29119241,000000DC,false,Rx,0,6,2A,09,22,D0,07,EE,00,00,
29119242,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29119242,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29119242,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29120379,0000032B,false,Rx,0,8,B9,00,70,38,FF,FF,FF,FF,
29120380,00000393,false,Rx,0,4,FE,32,FB,FD,00,00,00,00,
29120380,000001A1,false,Rx,0,5,2F,C3,00,00,81,00,00,00,
29123605,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29123606,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29123606,00000293,false,Rx,0,5,C5,A8,FE,FF,14,00,00,00,
29124605,0000019F,false,Rx,0,6,72,F7,FB,7F,00,10,00,00,
29124606,0000036F,false,Rx,0,5,20,FB,FE,FF,14,00,00,00,
29125647,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
29125647,000001BB,false,Rx,0,8,FF,FF,00,FF,FF,FF,FF,FF,
29128312,000000D9,false,Rx,0,8,77,F4,00,10,00,F0,7F,CF,
29128313,000000FA,false,Rx,0,8,00,34,00,E0,7F,01,0A,C4,
29128313,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
29130816,000001B3,false,Rx,0,8,C4,12,00,01,00,FF,FF,8C,
29134372,00000199,false,Rx,0,6,B0,F8,EB,7E,00,20,00,00,
29134373,0000019A,false,Rx,0,6,2D,F8,4A,7F,00,10,00,00,
29134373,0000028E,false,Rx,0,5,1B,D8,FE,FF,14,00,00,00,
29136599,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
29138608,000000D9,false,Rx,0,8,2A,F5,00,10,00,F0,7F,CF,
29138609,000000A5,false,Rx,0,8,1D,0A,FF,F7,FF,00,00,C1,
29138610,00000294,false,Rx,0,5,1A,C1,FE,FF,14,00,00,00,
29138610,000000A7,false,Rx,0,7,BC,FA,FF,F0,FF,FF,0F,00,
29138611,000000DC,false,Rx,0,6,94,0A,22,D0,07,EE,00,00,
29139597,00000173,false,Rx,0,8,C3,F6,00,02,20,00,D2,1F,
29139598,00000302,false,Rx,0,7,BE,F8,B8,6F,01,00,00,00,
29141288,000001A1,false,Rx,0,5,DB,C4,00,00,81,00,00,00,
29142441,00000197,false,Rx,0,4,BB,04,FE,FC,00,00,00,00,
29143826,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29143827,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29143827,0000019F,false,Rx,0,6,83,F9,09,80,00,10,00,00,
29146166,000002A5,false,Rx,0,2,FE,FE,00,00,00,00,00,00,
29147391,000002BB,false,Rx,0,5,E6,FA,3F,00,F2,00,00,00,
29147392,000000D9,false,Rx,0,8,CD,F6,00,10,00,F0,7F,CF,
29148915,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
29148916,00000201,false,Rx,0,8,C1,83,F2,92,00,FF,F0,FF,
29148916,000000FA,false,Rx,0,8,02,C0,08,00,C8,07,D0,D7,
29148917,000002C4,false,Rx,0,8,00,00,00,FF,FF,00,00,0F,
29148918,0000029D,false,Rx,0,8,FF,FF,FF,FF,0F,FF,FF,FF,
29150909,000002A7,false,Rx,0,5,13,F8,FE,FF,14,00,00,00,
29150910,0000008F,false,Rx,0,8,FF,FF,00,7D,F2,FF,FF,FF,
29154391,00000199,false,Rx,0,6,64,FA,EB,7E,00,20,00,00,
29154392,0000019A,false,Rx,0,6,91,FA,45,7F,00,10,00,00,
29155688,000001C0,false,Rx,0,8,5E,37,00,40,63,55,55,57,
29155690,00000314,false,Rx,0,5,50,80,1D,FF,FF,00,00,00,
29158601,000000D9,false,Rx,0,8,90,F7,00,10,00,F0,7F,CF,
29158602,000000A5,false,Rx,0,8,40,0B,FF,F7,FF,00,00,C1,
29158603,000000A7,false,Rx,0,7,FA,FB,FF,F0,FF,FF,0F,00,
29158604,000000DC,false,Rx,0,6,FE,0B,22,D0,07,EE,00,00,
29160861,000001A1,false,Rx,0,5,46,C5,00,00,81,00,00,00,
29163602,00000083,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29163603,00000254,false,Rx,0,8,FF,7F,FF,7F,FF,7F,FF,7F,
29164630,0000019F,false,Rx,0,6,85,FB,05,80,00,10,00,00,
29165629,000001DB,false,Rx,0,8,64,00,0A,6E,C0,FF,00,FF,
29165631,000002E0,false,Rx,0,6,5C,FA,75,40,24,FF,00,00,
29165633,00000065,false,Rx,0,8,35,86,30,03,FF,FF,FF,FF,
29166711,00000096,false,Rx,0,8,64,00,54,AA,01,FF,FF,FF,
29168436,000000D9,false,Rx,0,8,CC,F8,00,10,00,F0,7F,CF,
29168438,000000FA,false,Rx,0,8,03,10,08,02,38,59,28,CA,
29168440,000002AE,false,Rx,0,8,FF,00,FF,64,FF,AF,64,00,
29168441,00000284,false,Rx,0,8,C8,80,0C,FF,FF,FF,FF,0F,
29169629,000001AE,false,Rx,0,3,07,65,1A,00,00,00,00,00,
29169631,000001E4,false,Rx,0,8,D8,08,61,61,11,11,11,11,
29170492,0000019D,false,Rx,0,8,0A,3E,92,02,FF,FF,FF,FF,
29170495,000002EB,false,Rx,0,8,E7,FC,11,11,11,62,11,FF,
29172086,00000197,false,Rx,0,4,34,05,FE,FC,00,00,00,00,
29172089,00000102,false,Rx,0,8,C3,9B,F0,FF,FF,FF,FF,FF,
29172092,00000105,false,Rx,0,8,3F,AB,00,F0,FF,FF,FF,FF,
29174598,00000199,false,Rx,0,6,BE,FC,E1,7E,00,20,00,00,
29174601,0000019A,false,Rx,0,6,48,FC,54,7F,00,10,00,00,
29175721,00000376,false,Rx,0,3,69,18,11,00,00,00,00,00,
29178251,000000D9,false,Rx,0,8,91,F9,00,10,00,F0,7F,CF,
29178254,000000A5,false,Rx,0,8,CE,0C,FF,F7,FF,00,00,C1,
29178256,000000A7,false,Rx,0,7,35,FC,FF,F0,FF,FF,0F,00,
29178260,000000DC,false,Rx,0,6,F5,0C,22,D0,07,EE,00,00,
29178263,00000095,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29179512,000001CE,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29179515,000001CF,false,Rx,0,8,64,68,96,00,00,F0,00,00,
29179518,00000163,false,Rx,0,8,6F,FC,04,25,12,15,04,F5,
29179520,00000302,false,Rx,0,7,BB,FC,B8,6F,01,00,00,00,
29181671,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
